110000 13
100000 13
101000 13
101100 13
101110 13
101111 13
001011 53
101011 53
111011 53
110011 53
110111 53
110101 53
110100 53
010100 53
000100 53
001100 53
001000 53
001010 53
001011 53
110011 61
010011 61
000011 61
001011 61
001111 61
001101 61
001100 61
101100 61
111100 61
110100 61
110000 61
110010 61
110011 61
010111 6
110111 6
100111 6
101111 6
101011 6
101001 6
101000 6
001000 6
011000 6
010000 6
010100 6
010110 6
010111 6
111101 14
011101 14
001101 14
000101 14
000001 14
000011 14
000010 14
100010 14
110010 14
111010 14
111110 14
111100 14
111101 14
110100 54
010100 54
000100 54
001100 54
001000 54
001010 54
001011 54
101011 54
111011 54
110011 54
110111 54
110101 54
110100 54
001100 62
101100 62
111100 62
110100 62
110000 62
110010 62
110011 62
010011 62
000011 62
001011 62
001111 62
001101 62
001100 62
010000 7
110000 7
100000 7
101000 7
101100 7
101110 7
101111 7
001111 7
011111 7
010111 7
010011 7
010001 7
010000 7
001000 15
101000 15
111000 15
110000 15
110100 15
110110 15
110111 15
010111 15
000111 15
001111 15
001011 15
001001 15
001000 15
101100 55
001100 55
011100 55
010100 55
010000 55
010010 55
010011 55
110011 55
100011 55
101011 55
101111 55
101101 55
101100 55
101010 63
001010 63
011010 63
010010 63
010110 63
010100 63
010101 63
110101 63
100101 63
101101 63
101001 63
101011 63
101010 63
000010 8
100010 8
110010 8
111010 8
111110 8
111100 8
111101 8
011101 8
001101 8
000101 8
000001 8
000011 8
000010 8
000100 16
100100 16
110100 16
111100 16
111000 16
111010 16
111011 16
011011 16
001011 16
000011 16
000111 16
000101 16
000100 16
001101 56
101101 56
111101 56
110101 56
110001 56
110011 56
110010 56
010010 56
000010 56
001010 56
001110 56
001100 56
001101 56
010101 64
110101 64
100101 64
101101 64
101001 64
101011 64
101010 64
001010 64
011010 64
010010 64
010110 64
010100 64
010101 64
011001 17
111001 17
101001 17
100001 17
100101 17
100111 17
100110 17
000110 17
010110 17
011110 17
011010 17
011000 17
011001 17
100111 25
000111 25
010111 25
011111 25
011011 25
011001 25
011000 25
111000 25
101000 25
100000 25
100100 25
100110 25
100111 25
001111 33
101111 33
111111 33
110111 33
110011 33
110001 33
110000 33
010000 33
000000 33
001000 33
001100 33
001110 33
001111 33
110001 41
010001 41
000001 41
001001 41
001101 41
001111 41
001110 41
101110 41
111110 41
110110 41
110010 41
110000 41
110001 41
100110 18
000110 18
010110 18
011110 18
011010 18
011000 18
011001 18
111001 18
101001 18
100001 18
100101 18
100111 18
100110 18
111001 26
011001 26
001001 26
000001 26
000101 26
000111 26
000110 26
100110 26
110110 26
111110 26
111010 26
111000 26
111001 26
111100 34
011100 34
001100 34
000100 34
000000 34
000010 34
000011 34
100011 34
110011 34
111011 34
111111 34
111101 34
111100 34
100011 42
000011 42
010011 42
011011 42
011111 42
011101 42
011100 42
111100 42
101100 42
100100 42
100000 42
100010 42
100011 42
110000 19
010000 19
000000 19
001000 19
001100 19
001110 19
001111 19
101111 19
111111 19
110111 19
110011 19
110001 19
110000 19
100001 27
000001 27
010001 27
011001 27
011101 27
011111 27
011110 27
111110 27
101110 27
100110 27
100010 27
100000 27
100001 27
000101 35
100101 35
110101 35
111101 35
111001 35
111011 35
111010 35
011010 35
001010 35
000010 35
000110 35
000100 35
000101 35
111110 43
011110 43
001110 43
000110 43
000010 43
000000 43
000001 43
100001 43
110001 43
111001 43
111101 43
111111 43
111110 43
000011 20
100011 20
110011 20
111011 20
111111 20
111101 20
111100 20
011100 20
001100 20
000100 20
000000 20
000010 20
000011 20
011110 28
111110 28
101110 28
100110 28
100010 28
100000 28
100001 28
000001 28
010001 28
011001 28
011101 28
011111 28
011110 28
101000 36
001000 36
011000 36
010000 36
010100 36
010110 36
010111 36
110111 36
100111 36
101111 36
101011 36
101001 36
101000 36
011111 44
111111 44
101111 44
100111 44
100011 44
100001 44
100000 44
000000 44
010000 44
011000 44
011100 44
011110 44
011111 44
100101 21
000101 21
010101 21
011101 21
011001 21
011011 21
011010 21
111010 21
101010 21
100010 21
100110 21
100100 21
100101 21
010010 29
110010 29
100010 29
101010 29
101110 29
101100 29
101101 29
001101 29
011101 29
010101 29
010001 29
010011 29
010010 29
101011 37
001011 37
011011 37
010011 37
010111 37
010101 37
010100 37
110100 37
100100 37
101100 37
101000 37
101010 37
101011 37
000110 45
100110 45
110110 45
111110 45
111010 45
111000 45
111001 45
011001 45
001001 45
000001 45
000101 45
000111 45
000110 45
101001 22
001001 22
011001 22
010001 22
010101 22
010111 22
010110 22
110110 22
100110 22
101110 22
101010 22
101000 22
101001 22
101101 30
001101 30
011101 30
010101 30
010001 30
010011 30
010010 30
110010 30
100010 30
101010 30
101110 30
101100 30
101101 30
110101 38
010101 38
000101 38
001101 38
001001 38
001011 38
001010 38
101010 38
111010 38
110010 38
110110 38
110100 38
110101 38
011000 46
111000 46
101000 46
100000 46
100100 46
100110 46
100111 46
000111 46
010111 46
011111 46
011011 46
011001 46
011000 46
000001 23
100001 23
110001 23
111001 23
111101 23
111111 23
111110 23
011110 23
001110 23
000110 23
000010 23
000000 23
000001 23
001110 31
101110 31
111110 31
110110 31
110010 31
110000 31
110001 31
010001 31
000001 31
001001 31
001101 31
001111 31
001110 31
001010 39
101010 39
111010 39
110010 39
110110 39
110100 39
110101 39
010101 39
000101 39
001101 39
001001 39
001011 39
001010 39
010110 47
110110 47
100110 47
101110 47
101010 47
101000 47
101001 47
001001 47
011001 47
010001 47
010101 47
010111 47
010110 47
100000 24
000000 24
010000 24
011000 24
011100 24
011110 24
011111 24
111111 24
101111 24
100111 24
100011 24
100001 24
100000 24
011100 32
111100 32
101100 32
100100 32
100000 32
100010 32
100011 32
000011 32
010011 32
011011 32
011111 32
011101 32
011100 32
010100 40
110100 40
100100 40
101100 40
101000 40
101010 40
101011 40
001011 40
011011 40
010011 40
010111 40
010101 40
010100 40
011010 48
111010 48
101010 48
100010 48
100110 48
100100 48
100101 48
000101 48
010101 48
011101 48
011001 48
011011 48
011010 48
